seriesID,Versus,teamID,teamName,position,players,kills,deaths,creep_score,gpm,madstone_collected,tower_kills,obs_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,roshan_kills,teamfight_participation,stuns,courier_kills,tormentor_kills,firstblood_claimed
1132343,BoomBoys vs Iron Wing,8255888,BoomBoys,core,Kiritych~ & MieRo,1498.0,3217.5,3192.0,2859.0,487.5,1056.0,,,,,,2344.0,2841.83,280.67,0.0,879.0,0.0
1132343,BoomBoys vs Iron Wing,8255888,BoomBoys,mid,gpk~,2568.0,3510.0,2985.0,2886.0,507.0,2112.0,468.0,2340.0,2115.0,441.0,0.0,0.0,3472.57,633.66,0.0,0.0,0.0
1132343,BoomBoys vs Iron Wing,8255888,BoomBoys,support,Save- & Kataomi`,,,,,,,2223.0,1755.0,987.0,2866.5,2197.5,586.0,2871.33,894.58,1054.5,0.0,967.0
1132343,BoomBoys vs Iron Wing,10150413,Iron Wing,core,33 & Pure,1016.5,3022.5,3162.0,2641.0,468.0,1056.0,,,,,,0.0,3277.18,605.66,351.5,879.0,0.0
1132343,BoomBoys vs Iron Wing,10150413,Iron Wing,mid,bzm,428.0,3315.0,3519.0,2810.0,585.0,2112.0,468.0,1638.0,3525.0,882.0,0.0,2344.0,2773.0,588.69,0.0,1758.0,1934.0
1132343,BoomBoys vs Iron Wing,10150413,Iron Wing,support,Ari & Whitemon,,,,,,,2281.5,3042.0,1269.0,2352.0,1904.5,0.0,2832.0,845.34,1757.5,0.0,967.0
1132161,BoomBoys vs TEAM VISION,8255888,BoomBoys,core,Kiritych~ & MieRo,1230.5,2242.5,4261.5,2827.0,559.0,1584.0,,,,,,1758.0,2650.08,974.17,1054.5,439.5,967.0
1132161,BoomBoys vs TEAM VISION,8255888,BoomBoys,mid,gpk~,2354.0,3120.0,5271.0,3292.0,676.0,704.0,468.0,2340.0,3807.0,294.0,0.0,4688.0,3294.17,1358.7,1406.0,879.0,0.0
1132161,BoomBoys vs TEAM VISION,8255888,BoomBoys,support,Save- & Kataomi`,,,,,,,3217.5,1287.0,916.5,2866.5,3223.0,586.0,3263.08,1866.63,1054.5,0.0,0.0
1132161,BoomBoys vs TEAM VISION,9572001,TEAM VISION,core,Satanic & Noticed,1444.5,3022.5,5965.5,3283.0,669.5,2288.0,,,,,,1758.0,3085.11,1082.83,351.5,439.5,967.0
1132161,BoomBoys vs TEAM VISION,9572001,TEAM VISION,mid,No[o]ne-,2140.0,3315.0,4290.0,2822.0,585.0,704.0,468.0,1170.0,4371.0,1764.0,0.0,1172.0,3008.11,1060.66,0.0,0.0,0.0
1132161,BoomBoys vs TEAM VISION,9572001,TEAM VISION,support,9Class & Dukalis,,,,,,,3100.5,1521.0,1339.5,2131.5,3076.5,586.0,3110.89,583.4,4218.0,0.0,0.0
single_8955197224,Iron Wing vs Team Spirit,10150413,Iron Wing,core,33 & Pure,588.5,0.0,1863.0,1410.0,253.5,176.0,,,,,,586.0,1374.35,274.99,0.0,439.5,0.0
1132142,Iron Wing vs Team Spirit,10150413,Iron Wing,core,33 & Pure,321.0,780.0,1296.0,1192.0,286.0,352.0,,,,,,586.0,1239.0,98.83,0.0,0.0,0.0
single_8955197224,Iron Wing vs Team Spirit,10150413,Iron Wing,mid,bzm,1177.0,1170.0,2628.0,1680.0,169.0,352.0,234.0,1872.0,1128.0,588.0,0.0,0.0,1499.29,1362.09,703.0,0.0,0.0
1132142,Iron Wing vs Team Spirit,10150413,Iron Wing,mid,bzm,535.0,585.0,1128.0,970.0,182.0,0.0,234.0,234.0,1128.0,294.0,0.0,0.0,1298.0,459.66,0.0,0.0,0.0
single_8955197224,Iron Wing vs Team Spirit,10150413,Iron Wing,support,Ari & Whitemon,,,,,,,1579.5,936.0,423.0,1543.5,1318.5,586.0,1561.76,712.66,351.5,0.0,0.0
1132142,Iron Wing vs Team Spirit,10150413,Iron Wing,support,Ari & Whitemon,,,,,,,1111.5,1170.0,282.0,1102.5,1025.5,0.0,1298.0,216.83,0.0,0.0,967.0
single_8955197224,Iron Wing vs Team Spirit,7119388,Team Spirit,core,Yatoro & Collapse,1605.0,975.0,2367.0,1691.0,227.5,1760.0,,,,,,586.0,1180.0,418.67,703.0,439.5,967.0
1132142,Iron Wing vs Team Spirit,7119388,Team Spirit,core,Yatoro & Collapse,1177.0,1267.5,1512.0,1510.0,273.0,1056.0,,,,,,586.0,1433.7,483.33,0.0,0.0,0.0
single_8955197224,Iron Wing vs Team Spirit,7119388,Team Spirit,mid,Larl,1177.0,1365.0,1674.0,1302.0,247.0,0.0,117.0,234.0,2256.0,1029.0,0.0,2344.0,1180.0,687.66,0.0,0.0,0.0
1132142,Iron Wing vs Team Spirit,7119388,Team Spirit,mid,Larl,1070.0,1950.0,1455.0,1438.0,169.0,1056.0,0.0,234.0,1551.0,441.0,0.0,1172.0,1274.4,508.68,703.0,0.0,0.0
single_8955197224,Iron Wing vs Team Spirit,7119388,Team Spirit,support,rue & not_me,,,,,,,1579.5,585.0,564.0,1617.0,1611.5,0.0,1345.2,518.83,351.5,0.0,0.0
1132142,Iron Wing vs Team Spirit,7119388,Team Spirit,support,rue & not_me,,,,,,,1053.0,819.0,634.5,1102.5,1025.5,0.0,1513.35,1257.48,0.0,439.5,0.0
1132197,Nigma Galaxy vs Team Falcons,10136357,Nigma Galaxy ,core,Davai & lorenof,1872.5,2925.0,3331.5,2796.0,474.5,880.0,,,,,,586.0,2993.51,1129.82,351.5,0.0,1934.0
1132197,Nigma Galaxy vs Team Falcons,10136357,Nigma Galaxy ,mid,SumaiL-,2354.0,2925.0,3663.0,3404.0,598.0,3872.0,234.0,1638.0,3102.0,0.0,0.0,3516.0,3106.35,10.66,0.0,879.0,0.0
1132197,Nigma Galaxy vs Team Falcons,10136357,Nigma Galaxy ,support,OmaR & GH,,,,,,,2574.0,1521.0,1269.0,3822.0,2051.0,586.0,3517.88,1306.5,351.5,0.0,967.0
1132197,Nigma Galaxy vs Team Falcons,9247354,Team Falcons,core,skiter & AMMAR_THE_F,1551.5,2535.0,3654.0,2862.0,507.0,1936.0,,,,,,1172.0,2592.74,444.68,703.0,439.5,0.0
1132197,Nigma Galaxy vs Team Falcons,9247354,Team Falcons,mid,Malr1ne,1284.0,2340.0,3654.0,2800.0,351.0,1408.0,468.0,1638.0,2679.0,588.0,0.0,1172.0,2677.7,1299.07,1406.0,879.0,0.0
1132197,Nigma Galaxy vs Team Falcons,9247354,Team Falcons,support,Sneyking & Cr1t-,,,,,,,2515.5,3393.0,1128.0,3454.5,2197.5,0.0,3074.49,1185.83,1757.5,879.0,0.0
1132426,Nigma Galaxy vs Team Yandex,10136357,Nigma Galaxy ,core,SumaiL- & Davai,1712.0,877.5,4800.0,3076.0,591.5,704.0,,,,,,1172.0,3211.29,1852.86,703.0,0.0,0.0
1132426,Nigma Galaxy vs Team Yandex,10136357,Nigma Galaxy ,mid,lorenof,2675.0,1365.0,4512.0,2902.0,585.0,1408.0,468.0,1404.0,3807.0,294.0,0.0,1172.0,3911.59,1244.69,703.0,0.0,0.0
1132426,Nigma Galaxy vs Team Yandex,10136357,Nigma Galaxy ,support,OmaR & GH,,,,,,,3568.5,2223.0,916.5,4116.0,2783.5,0.0,3261.86,1086.65,1054.5,0.0,967.0
1132426,Nigma Galaxy vs Team Yandex,9823272,Team Yandex,core,医者watson` & DM,2407.5,3120.0,5151.0,3224.0,663.0,2112.0,,,,,,3516.0,2907.77,2729.37,703.0,439.5,0.0
1132426,Nigma Galaxy vs Team Yandex,9823272,Team Yandex,mid,CHIRA_JUNIOR,2568.0,2535.0,3288.0,2706.0,312.0,2112.0,468.0,936.0,4230.0,1323.0,0.0,2344.0,3487.83,2797.99,1406.0,0.0,1934.0
1132426,Nigma Galaxy vs Team Yandex,9823272,Team Yandex,support,Maladych & Saksa,,,,,,,3276.0,3159.0,1692.0,4042.5,3076.5,586.0,3112.09,1554.58,703.0,0.0,967.0
1132388,TEAM VISION vs Team Spirit,9572001,TEAM VISION,core,Satanic & Noticed,2193.5,3217.5,3274.5,3282.0,500.5,2992.0,,,,,,1172.0,2913.32,280.41,0.0,0.0,967.0
1132388,TEAM VISION vs Team Spirit,9572001,TEAM VISION,mid,No[o]ne-,1177.0,3120.0,2118.0,2314.0,338.0,352.0,351.0,468.0,2820.0,1617.0,0.0,1172.0,3335.66,704.33,0.0,0.0,0.0
1132388,TEAM VISION vs Team Spirit,9572001,TEAM VISION,support,9Class & Dukalis,,,,,,,2281.5,1755.0,987.0,2866.5,2344.0,586.0,2895.39,1363.67,1757.5,0.0,967.0
1132388,TEAM VISION vs Team Spirit,7119388,Team Spirit,core,Yatoro & Collapse,1284.0,2827.5,3034.5,2513.0,598.0,528.0,,,,,,586.0,2690.4,763.81,351.5,0.0,967.0
1132388,TEAM VISION vs Team Spirit,7119388,Team Spirit,mid,Larl,1926.0,2925.0,2244.0,2142.0,247.0,352.0,234.0,702.0,2538.0,882.0,0.0,0.0,3433.8,970.03,0.0,0.0,0.0
1132388,TEAM VISION vs Team Spirit,7119388,Team Spirit,support,rue & not_me,,,,,,,2281.5,1638.0,705.0,1837.5,2197.5,0.0,2722.75,881.25,351.5,0.0,0.0
1132374,Team Falcons vs Team Liquid,9247354,Team Falcons,core,skiter & AMMAR_THE_F,2033.0,2145.0,3274.5,2677.0,494.0,2112.0,,,,,,2344.0,2274.43,495.51,351.5,1318.5,967.0
1132374,Team Falcons vs Team Liquid,9247354,Team Falcons,mid,Malr1ne,1391.0,3120.0,2982.0,2660.0,312.0,1056.0,468.0,1404.0,4230.0,735.0,0.0,0.0,3704.65,2096.68,703.0,879.0,1934.0
1132374,Team Falcons vs Team Liquid,9247354,Team Falcons,support,Sneyking & Cr1t-,,,,,,,2281.5,2808.0,1480.5,2646.0,2344.0,0.0,2974.31,1289.99,2460.5,0.0,0.0
1132374,Team Falcons vs Team Liquid,2163,Team Liquid,core,Ace ♠ & m1CKe,1872.5,2925.0,2988.0,2776.0,533.0,2112.0,,,,,,2344.0,2661.81,1516.85,0.0,439.5,967.0
1132374,Team Falcons vs Team Liquid,2163,Team Liquid,mid,Nisha,2033.0,2340.0,2826.0,2694.0,416.0,1056.0,351.0,936.0,2820.0,588.0,0.0,0.0,3351.2,1705.36,703.0,0.0,0.0
1132374,Team Falcons vs Team Liquid,2163,Team Liquid,support,tOfu & Boxi,,,,,,,2340.0,1521.0,846.0,3087.0,2197.5,0.0,3058.92,1029.5,703.0,0.0,0.0
1132178,Team Liquid vs Team Yandex,2163,Team Liquid,core,Ace ♠ & m1CKe,1177.0,1657.5,2631.0,2268.0,370.5,176.0,,,,,,0.0,3151.96,635.33,0.0,439.5,0.0
1132178,Team Liquid vs Team Yandex,2163,Team Liquid,mid,Nisha,1605.0,1365.0,3705.0,2816.0,481.0,1760.0,117.0,1404.0,846.0,294.0,0.0,3516.0,3195.08,259.0,0.0,879.0,0.0
1132178,Team Liquid vs Team Yandex,2163,Team Liquid,support,tOfu & Boxi,,,,,,,2398.5,1872.0,705.0,1764.0,1758.0,0.0,3033.96,1161.54,703.0,0.0,0.0
1132178,Team Liquid vs Team Yandex,9823272,Team Yandex,core,医者watson` & DM,2193.5,2827.5,2847.0,2871.0,455.0,2112.0,,,,,,1172.0,3015.47,642.49,0.0,0.0,967.0
1132178,Team Liquid vs Team Yandex,9823272,Team Yandex,mid,CHIRA_JUNIOR,1284.0,1755.0,2625.0,2588.0,390.0,1408.0,468.0,468.0,3243.0,441.0,0.0,1172.0,2757.15,139.0,0.0,0.0,0.0
1132178,Team Liquid vs Team Yandex,9823272,Team Yandex,support,Maladych & Saksa,,,,,,,2223.0,1053.0,1339.5,2205.0,2197.5,0.0,2694.68,696.33,3515.0,0.0,967.0
