seriesID,Versus,teamID,teamName,position,players,kills,deaths,creep_score,gpm,madstone_collected,tower_kills,obs_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,roshan_kills,teamfight_participation,stuns,courier_kills,tormentor_kills,firstblood_claimed
1130622,GamerLegion vs OG,9964962,GamerLegion,support,Bignum & Speeed,,,,,,,1638.0,1872.0,564.0,1176.0,1318.5,0.0,2520.48,1228.58,0.0,0.0,0.0
1130622,GamerLegion vs OG,2586976,OG,core,Raven & Natsumi,481.5,1950.0,1695.0,1858.0,318.5,528.0,,,,,,586.0,2253.8,190.67,703.0,0.0,967.0
1130622,GamerLegion vs OG,2586976,OG,mid,Yopaj-,428.0,1755.0,1428.0,1742.0,260.0,0.0,468.0,702.0,2256.0,147.0,293.0,0.0,2407.2,730.67,0.0,0.0,0.0
1130622,GamerLegion vs OG,2586976,OG,support,TIMS & skem,,,,,,,1404.0,1872.0,634.5,2058.0,1318.5,0.0,2607.8,455.66,703.0,0.0,0.0
1130534,GamerLegion vs Team Falcons,9964962,GamerLegion,core,Ghost & Fayde,1444.5,2242.5,3537.0,2617.0,604.5,1232.0,,,,,,2930.0,2706.85,733.66,351.5,879.0,0.0
1130534,GamerLegion vs Team Falcons,9964962,GamerLegion,mid,RCY,2247.0,2730.0,3609.0,2964.0,377.0,1408.0,585.0,936.0,2679.0,294.0,0.0,1172.0,3690.18,1476.97,703.0,879.0,0.0
1130534,GamerLegion vs Team Falcons,9964962,GamerLegion,support,Speeed & Bignum,,,,,,,2749.5,936.0,1480.5,2719.5,2490.5,0.0,3210.14,1346.42,0.0,0.0,967.0
1130534,GamerLegion vs Team Falcons,9247354,Team Falcons,core,skiter & AMMAR_THE_F,2140.0,2925.0,3555.0,3028.0,513.5,2816.0,,,,,,1172.0,2591.16,863.0,351.5,1318.5,967.0
1130534,GamerLegion vs Team Falcons,9247354,Team Falcons,mid,Malr1ne,2247.0,2535.0,3168.0,2870.0,429.0,1056.0,351.0,936.0,3807.0,588.0,0.0,1172.0,2902.8,847.01,0.0,879.0,1934.0
1130534,GamerLegion vs Team Falcons,9247354,Team Falcons,support,Sneyking & Cr1t-,,,,,,,2808.0,2691.0,1339.5,2793.0,2637.0,1172.0,2968.77,881.85,703.0,439.5,0.0
1130317,GamerLegion vs Vici Gaming,9964962,GamerLegion,core,Ghost & Fayde,1765.5,2535.0,3646.5,2812.0,630.5,2112.0,,,,,,2344.0,2536.91,1231.5,703.0,439.5,0.0
1130317,GamerLegion vs Vici Gaming,9964962,GamerLegion,mid,RCY,2354.0,2340.0,3681.0,2954.0,312.0,1056.0,468.0,1404.0,2820.0,735.0,0.0,0.0,3304.86,1920.68,0.0,0.0,0.0
